default,amount,interest,grade,years,ownership,income,age
0,11000,13.49,C,23,MORTGAGE,48000,26
0,15000,NA,A,1,MORTGAGE,52000,37
0,10000,14.27,C,2,RENT,68000,29
0,11800,12.69,B,6,RENT,42000,23
0,4500,6.03,A,4,RENT,53000,40
0,7000,12.69,B,12,RENT,35000,24
0,9200,12.42,B,2,RENT,60000,27
0,12000,16.29,D,9,RENT,88365,28
0,12000,13.49,C,4,RENT,72000,28
0,12000,10.65,B,0,RENT,62000,28
0,7000,10.65,B,3,MORTGAGE,43680,27
0,10500,12.69,B,11,RENT,66000,31
0,7000,11.71,B,4,OWN,39120,23
0,3500,6.03,A,11,MORTGAGE,83000,27
1,6200,9.91,B,2,RENT,25000,36
0,6000,8.9,A,8,OWN,28800,26
0,7200,9.91,B,6,RENT,135000,25
0,9500,8.9,A,7,MORTGAGE,50000,27
0,24000,10.65,B,15,RENT,45000,40
0,6000,NA,C,30,RENT,80000,32
0,6000,13.49,C,5,RENT,50000,29
0,2100,12.42,B,21,MORTGAGE,30000,48
0,5500,6.62,A,8,MORTGAGE,110000,25
0,11000,6.62,A,8,OWN,45608,26
0,8000,12.69,B,5,MORTGAGE,35000,35
1,10000,18.25,D,1,RENT,75000,24
0,8000,11.71,B,9,MORTGAGE,35000,24
0,10000,8.9,A,6,RENT,24000,33
0,12000,11.71,B,2,MORTGAGE,126000,28
0,10000,7.9,A,1,RENT,43000,37
0,12000,NA,B,1,RENT,50000,26
1,19750,10.65,B,4,RENT,45000,42
0,10000,9.91,B,3,RENT,31200,25
0,13650,12.42,B,4,RENT,66000,45
0,18000,NA,A,12,RENT,56964,29
0,2500,14.27,C,7,RENT,49500,22
0,35000,8.9,A,6,MORTGAGE,125000,23
0,10000,7.51,A,3,RENT,33000,25
0,7000,12.69,B,0,RENT,30000,23
1,24000,15.96,C,8,MORTGAGE,90000,24
0,10625,7.51,A,5,MORTGAGE,23000,22
0,5000,14.65,C,2,RENT,24000,37
0,8850,6.62,A,17,RENT,62000,24
0,6375,NA,A,4,RENT,44000,25
0,6000,11.71,B,1,RENT,90000,27
1,11100,6.62,A,30,RENT,41000,38
0,6200,6.03,A,5,MORTGAGE,26500,44
0,15000,18.64,E,1,RENT,54000,26
0,4200,11.71,B,2,RENT,53000,35
0,14000,14.27,C,4,RENT,52800,23
0,8875,7.51,A,1,MORTGAGE,38000,26
0,13500,9.91,B,7,RENT,38000,21
1,12000,9.91,B,2,RENT,42000,24
0,6000,10.65,B,6,MORTGAGE,87000,24
1,10000,11.71,B,8,RENT,60000,46
0,12000,16.29,D,5,MORTGAGE,80000,26
0,7200,12.42,B,5,RENT,48000,22
1,5600,14.65,C,1,MORTGAGE,85000,24
0,12000,NA,C,0,RENT,57000,23
0,8500,6.03,A,2,RENT,25000,23
0,8000,9.91,B,2,RENT,34000,22
0,8000,12.42,B,14,RENT,40000,25
0,15000,17.27,D,2,MORTGAGE,44400,23
0,10000,9.91,B,2,OWN,30000,32
0,10000,6.62,A,5,MORTGAGE,70000,23
0,8000,14.65,C,3,RENT,28000,25
0,22000,9.91,B,2,MORTGAGE,50000,22
0,6000,14.27,C,14,MORTGAGE,94800,23
1,2500,7.51,A,NA,OWN,12000,21
0,13500,9.91,B,2,MORTGAGE,36000,30
0,25000,12.42,B,2,RENT,225000,30
0,10000,NA,C,2,RENT,45900,65
0,2500,13.49,C,4,RENT,27200,26
0,7325,12.69,B,1,RENT,42000,23
0,4000,12.42,B,5,RENT,135000,28
1,10000,13.49,C,5,RENT,65000,35
1,7750,17.27,D,0,RENT,24000,24
0,9600,12.42,B,11,RENT,65000,30
0,14000,10.65,B,3,RENT,30000,21
0,13350,12.42,B,19,RENT,43000,31
1,15000,16.77,D,17,RENT,42000,27
1,15000,NA,D,8,RENT,75000,50
0,35000,10.65,B,2,MORTGAGE,168000,25
0,9000,NA,B,9,MORTGAGE,74000,22
1,16000,12.69,B,1,RENT,58500,22
0,13500,12.69,B,5,RENT,71000,26
0,24000,12.69,B,13,RENT,75000,22
0,12000,10.65,B,5,RENT,60000,26
0,14000,6.62,A,31,RENT,66000,26
1,12000,NA,C,8,MORTGAGE,70000,33
0,25000,11.71,B,12,MORTGAGE,1.00E+05,23
0,9000,12.69,B,5,RENT,50000,25
0,13250,10.65,B,4,RENT,35000,28
0,20000,13.49,C,6,RENT,75000,28
0,3000,14.65,C,5,RENT,71000,22
0,7350,10.65,B,16,MORTGAGE,48000,21
0,11500,15.27,C,5,RENT,36000,30
1,13650,12.42,B,16,MORTGAGE,86000,32
1,10500,16.29,D,3,RENT,30000,25
0,12000,9.91,B,2,RENT,60000,28
0,6000,8.9,A,3,RENT,34000,27
0,11500,15.27,C,25,MORTGAGE,44200,27
0,7000,12.42,B,7,MORTGAGE,82000,26
0,2000,15.27,C,2,RENT,41000,27
0,11625,13.49,C,0,MORTGAGE,36000,22
1,15075,NA,C,14,RENT,35000,31
0,5300,15.27,C,1,RENT,30000,25
0,8200,6.62,A,0,RENT,40000,26
0,12000,NA,B,9,MORTGAGE,105000,25
0,8650,14.27,C,4,MORTGAGE,45000,23
0,12000,12.42,B,2,RENT,83000,31
1,9500,12.69,B,0,MORTGAGE,52500,22
0,7400,NA,C,0,OWN,25000,26
0,14400,13.49,C,19,MORTGAGE,60000,28
1,7200,7.9,A,3,RENT,68000,23
0,4000,7.51,A,0,RENT,65000,24
0,1500,17.27,D,11,MORTGAGE,144000,24
0,19600,12.42,B,2,RENT,75000,22
0,2500,11.71,B,7,MORTGAGE,29000,54
1,10000,12.69,B,2,RENT,70000,22
0,10000,6.62,A,5,RENT,45000,21
0,4225,12.42,B,5,MORTGAGE,55200,25
0,3500,7.9,A,7,MORTGAGE,61440,35
0,12000,NA,A,27,MORTGAGE,56000,24
0,16500,NA,A,0,RENT,47000,26
0,12000,NA,C,1,RENT,71000,29
0,10800,NA,B,8,RENT,135000,28
0,14000,12.42,B,12,MORTGAGE,63000,25
0,6000,13.49,C,5,MORTGAGE,50000,35
0,12000,9.91,B,5,RENT,80000,24
0,10000,12.42,B,4,RENT,45000,29
0,8000,7.9,A,2,RENT,78000,31
0,14125,9.91,B,1,RENT,33000,25
0,14000,12.69,B,5,RENT,62800,24
0,4000,19.03,E,19,MORTGAGE,80000,25
1,4000,12.69,B,2,RENT,25000,22
0,10500,6.03,A,12,MORTGAGE,65000,23
0,5500,7.9,A,23,OWN,59000,34
0,7350,11.71,B,1,RENT,33000,24
1,10000,12.42,B,10,RENT,39000,22
0,12000,7.51,A,13,RENT,42000,32
0,4500,8.9,A,20,MORTGAGE,50700,24
0,18000,12.42,B,1,OWN,75000,29
0,12000,13.49,C,6,RENT,40000,24
0,10000,13.49,C,10,MORTGAGE,50000,25
0,6000,7.9,A,7,MORTGAGE,80000,25
0,12000,12.69,B,4,RENT,40000,27
1,12000,8.9,A,7,RENT,80000,30
0,7000,11.71,B,2,RENT,75000,29
0,1400,7.9,A,1,RENT,28800,29
0,3200,9.91,B,9,RENT,61200,26
0,8000,7.9,A,1,RENT,40000,22
0,5000,6.03,A,9,MORTGAGE,54000,22
0,1800,6.62,A,16,RENT,18000,21
0,35000,8.9,A,5,RENT,85000,37
0,18000,8.9,A,5,RENT,78000,34
1,14000,7.9,A,11,OWN,45600,23
0,5000,12.42,B,2,RENT,70000,38
0,8000,15.96,C,4,RENT,70000,25
0,10000,NA,A,9,MORTGAGE,80000,24
0,10000,7.51,A,5,RENT,50000,23
0,12000,12.42,B,10,MORTGAGE,35000,23
0,23200,7.9,A,3,MORTGAGE,65000,31
0,4800,15.27,C,29,MORTGAGE,75000,25
0,7300,11.71,B,6,RENT,35000,29
0,10400,9.91,B,6,RENT,40000,25
0,6600,9.91,B,1,MORTGAGE,1.00E+05,24
0,12000,8.9,A,7,OWN,40000,21
0,13250,17.27,D,11,RENT,52000,29
0,12000,11.71,B,3,RENT,92500,26
0,25000,9.91,B,9,RENT,61000,28
0,6000,NA,B,16,RENT,36000,25
0,12000,7.51,A,18,MORTGAGE,68000,23
0,14400,11.71,B,1,RENT,80000,22
0,10000,12.42,B,15,RENT,43000,27
0,8000,11.71,B,1,RENT,150000,28
1,8000,16.29,D,5,RENT,50000,21
0,13250,11.71,B,2,OWN,35000,37
0,14000,14.27,C,6,RENT,80000,34
0,10000,16.29,D,15,RENT,40000,38
0,4000,6.03,A,1,RENT,55000,45
0,13000,9.91,B,6,RENT,110000,40
0,28000,12.69,B,5,RENT,1.00E+05,25
0,10000,13.49,C,3,RENT,62000,23
0,20000,7.9,A,0,RENT,45000,22
0,18000,9.91,B,5,RENT,110000,27
0,10000,11.71,B,3,RENT,33000,26
0,4200,6.03,A,3,RENT,61000,23
0,24000,16.29,D,2,RENT,50964,21
0,4475,15.27,C,3,RENT,43680,28
0,12000,12.42,B,5,RENT,50700,29
1,5000,12.42,B,2,RENT,30000,26
0,3000,6.03,A,5,RENT,50000,25
1,12000,9.91,B,17,RENT,55000,45
0,20000,15.27,C,13,MORTGAGE,50000,25
0,10000,NA,C,3,RENT,84000,25
0,15000,12.42,B,6,OWN,155000,32
0,12000,7.9,A,0,MORTGAGE,62000,26
0,6300,11.71,B,2,RENT,30000,21
1,10000,11.71,B,5,RENT,32000,42
1,24000,8.9,A,17,MORTGAGE,116400,32
0,14400,12.69,B,9,MORTGAGE,40000,22
0,6000,14.65,C,7,RENT,34000,32
0,22000,15.96,C,5,MORTGAGE,73000,22
1,12000,NA,B,17,RENT,57200,28
0,16000,16.77,D,0,MORTGAGE,114000,33
0,10000,10.65,B,14,MORTGAGE,90000,29
1,10000,12.69,B,2,RENT,35000,27
0,3500,NA,C,7,RENT,56000,23
0,9600,9.91,B,5,RENT,35000,25
0,9875,7.9,A,15,MORTGAGE,40000,22
0,4800,7.9,A,6,RENT,48000,23
0,7800,6.03,A,12,OWN,85000,30
0,20000,14.27,C,11,MORTGAGE,70000,26
1,9750,7.51,A,4,RENT,35000,27
0,5000,6.03,A,9,MORTGAGE,30000,25
0,9000,14.65,C,4,RENT,45000,28
0,7200,7.9,A,1,RENT,55000,25
0,25000,15.27,C,8,OWN,82000,24
0,10000,15.96,C,13,RENT,53000,33
1,8875,12.69,B,5,MORTGAGE,35360,25
0,15550,11.71,B,13,RENT,54000,23
0,7500,12.69,B,5,RENT,65000,29
0,8875,8.9,A,6,OWN,28800,22
0,4500,17.27,D,1,RENT,42000,21
0,5800,12.42,B,3,RENT,36000,27
0,10000,11.71,B,2,RENT,40000,21
0,10000,9.91,B,4,RENT,50000,35
0,14000,11.71,B,1,RENT,52000,39
1,12000,NA,A,3,RENT,32000,29
0,24000,7.9,A,6,OWN,75000,23
0,14000,14.27,C,0,RENT,80000,23
0,12000,8.9,A,7,MORTGAGE,40246,38
1,8050,12.69,B,1,RENT,36000,22
0,5600,10.65,B,6,RENT,60000,22
0,7500,9.91,B,3,RENT,31200,22
0,7000,11.71,B,15,RENT,90000,35
0,5400,7.9,A,4,RENT,40000,29
0,16000,12.42,B,1,RENT,90000,27
0,9800,16.29,D,4,RENT,67000,39
0,5000,6.62,A,1,RENT,276000,28
0,9900,11.71,B,6,RENT,26400,22
0,4000,11.71,B,NA,RENT,24000,25
0,15000,11.71,B,3,MORTGAGE,68400,31
0,6250,15.96,C,1,RENT,29120,25
0,6400,16.29,D,0,RENT,29120,25
0,12000,15.27,C,4,MORTGAGE,54000,32
0,15000,NA,A,5,MORTGAGE,30000,28
0,6500,14.27,C,4,MORTGAGE,30000,25
0,8000,15.96,C,16,RENT,50000,24
0,15000,14.65,C,11,MORTGAGE,100500,27
0,10200,NA,C,3,RENT,40000,26
0,9000,12.42,B,5,MORTGAGE,47000,28
0,6500,16.29,D,3,MORTGAGE,68000,25
0,2000,7.9,A,4,RENT,39600,27
0,8000,13.49,C,3,OWN,30000,22
0,8875,7.51,A,1,RENT,30000,25
1,1500,18.64,E,0,RENT,17000,21
0,8000,12.42,B,3,RENT,42000,31
0,6500,11.71,B,4,RENT,42000,20
0,9600,13.49,C,3,MORTGAGE,27000,21
0,10000,7.9,A,5,MORTGAGE,46000,40
0,15000,12.42,B,17,MORTGAGE,80000,23
0,9000,6.62,A,3,MORTGAGE,45000,25
0,10000,7.9,A,2,RENT,72500,36
1,1000,14.65,C,NA,RENT,18408,51
0,14000,7.9,A,2,RENT,30000,24
1,8500,14.27,C,9,RENT,50000,25
0,4500,15.96,C,5,MORTGAGE,65000,28
0,3000,7.51,A,18,MORTGAGE,65000,27
0,10000,9.91,B,4,MORTGAGE,120000,25
0,7200,15.27,C,4,RENT,54990,25
0,23000,7.9,A,2,MORTGAGE,137000,50
0,7000,8.9,A,1,RENT,46000,34
0,21000,12.69,B,8,MORTGAGE,135000,24
0,8250,7.51,A,NA,MORTGAGE,31500,25
0,13000,NA,B,13,RENT,65000,31
0,18000,6.62,A,2,MORTGAGE,78000,29
0,7200,6.03,A,5,MORTGAGE,60000,31
0,16500,8.9,A,11,RENT,48000,22
0,8125,7.9,A,0,RENT,25000,21
0,18800,7.51,A,3,MORTGAGE,82000,35
0,26800,NA,E,13,MORTGAGE,82000,42
0,19200,7.9,A,5,MORTGAGE,42000,24
0,4000,12.42,B,5,MORTGAGE,38000,23
0,4000,16.29,D,4,RENT,35000,25
0,12000,9.91,B,13,OWN,33000,22
0,2625,11.71,B,11,MORTGAGE,52800,23
0,7000,9.91,B,17,RENT,73882,39
0,11300,12.69,B,7,MORTGAGE,36000,23
0,4000,NA,B,19,MORTGAGE,130000,30
0,8000,6.03,A,24,MORTGAGE,57200,21
1,14400,NA,D,5,RENT,51871,24
0,4375,12.42,B,2,OWN,15000,28
0,4100,7.51,A,9,MORTGAGE,70197,32
0,6000,8.9,A,7,RENT,47000,24
0,4000,NA,A,6,MORTGAGE,120000,44
1,3000,10.65,B,13,MORTGAGE,86004,25
0,5400,12.69,B,12,MORTGAGE,75000,23
1,15000,16.29,D,1,RENT,110000,60
0,10400,12.69,B,4,RENT,44000,24
0,11500,12.42,B,0,RENT,38500,27
0,10000,6.62,A,4,RENT,75000,24
0,3600,8.9,A,11,RENT,55000,25
1,10000,17.27,D,8,RENT,68000,32
0,15000,18.25,D,17,MORTGAGE,66000,24
0,8000,11.71,B,8,RENT,85000,28
1,16000,7.9,A,1,RENT,51000,51
0,8000,10.65,B,2,RENT,55000,23
0,7200,7.51,A,19,MORTGAGE,47000,41
0,12000,7.51,A,4,RENT,86000,27
1,2200,15.27,C,11,OWN,48000,24
0,6000,7.51,A,2,MORTGAGE,50000,24
0,14400,NA,C,2,RENT,42996,22
0,14050,8.9,A,3,MORTGAGE,120000,33
0,6000,13.49,C,17,OWN,62691,38
0,10525,7.9,A,4,RENT,49668,29
0,7200,15.96,C,2,RENT,30000,31
0,12000,13.49,C,14,MORTGAGE,40000,26
0,12000,NA,B,5,MORTGAGE,1.00E+05,39
0,3000,11.71,B,2,RENT,56312,33
0,9500,16.29,D,10,RENT,54011,26
0,19775,12.42,B,2,RENT,49110.32,30
0,30000,12.42,B,2,RENT,80000,29
0,16000,NA,B,9,MORTGAGE,55000,30
0,14500,14.65,C,8,RENT,90000,33
0,4150,10.65,B,4,RENT,1.00E+05,23
0,24000,16.77,D,6,RENT,70000,53
1,21250,12.42,B,5,RENT,37000,22
0,10000,14.27,C,34,OWN,75000,30
0,4000,15.96,C,6,RENT,39000,30
0,15000,11.71,B,0,RENT,60000,22
0,3600,15.96,C,3,RENT,40000,23
1,15000,15.27,C,11,RENT,60000,23
0,12375,7.51,A,6,RENT,42000,26
1,4000,12.69,B,6,RENT,30000,27
0,13000,10.65,B,16,MORTGAGE,50000,22
0,5000,6.62,A,1,MORTGAGE,39396,22
0,5000,15.96,C,7,OWN,98000,31
0,26000,11.71,B,16,RENT,62500,23
0,8000,7.9,A,21,RENT,32400,22
1,1700,NA,A,NA,MORTGAGE,37800,34
0,16000,9.91,B,11,RENT,50000,35
1,12000,14.65,C,6,RENT,54400,22
0,7000,NA,B,7,MORTGAGE,72800,27
1,13000,16.29,D,14,RENT,28000,26
0,18000,13.49,C,8,MORTGAGE,96000,30
0,10000,16.29,D,3,RENT,83200,22
1,11200,12.42,B,3,RENT,75000,30
0,7000,10.65,B,3,RENT,52000,23
0,8000,6.03,A,6,RENT,57600,41
0,12000,17.27,D,2,RENT,95000,23
0,22000,14.65,C,0,RENT,58000,25
0,6200,10.65,B,18,MORTGAGE,24000,36
0,15900,NA,B,9,MORTGAGE,58000,29
0,5000,NA,A,NA,MORTGAGE,70000,26
0,16000,NA,A,3,MORTGAGE,104000,33
0,5000,11.71,B,4,RENT,35000,24
0,3150,15.27,C,5,RENT,53000,36
1,12000,14.27,C,2,RENT,28000,23
1,28000,7.9,A,4,MORTGAGE,118000,24
0,5000,12.42,B,0,RENT,40000,23
0,3000,9.91,B,NA,MORTGAGE,42000,25
1,3000,7.9,A,11,MORTGAGE,65000,27
0,8400,6.62,A,2,RENT,25000,22
0,7000,10.65,B,14,MORTGAGE,36000,30
0,2000,9.91,B,1,MORTGAGE,231252,27
1,8575,17.58,D,NA,MORTGAGE,32000,28
0,10000,7.9,A,6,RENT,66000,27
0,25000,19.42,E,2,MORTGAGE,92000,29
0,8000,11.71,B,13,RENT,70000,24
0,25000,11.71,B,8,MORTGAGE,76896,23
0,2000,NA,B,24,RENT,24000,24
0,16800,14.65,C,2,RENT,60000,22
0,8000,8.9,A,3,MORTGAGE,120000,32
1,11000,7.9,A,4,MORTGAGE,80000,26
1,5000,16.29,D,6,MORTGAGE,85000,33
0,18000,16.29,D,12,OWN,140000,28
1,10000,12.69,B,6,OWN,36000,30
0,5000,9.91,B,0,RENT,70000,34
0,10000,NA,D,4,RENT,51360,22
0,25000,9.91,B,4,RENT,163000,29
0,2400,12.69,B,4,MORTGAGE,59393,24
1,3000,16.29,D,4,MORTGAGE,65000,25
1,7700,16.77,D,3,RENT,29772.96,23
0,2400,13.49,C,0,OWN,12996,23
0,5000,10.65,B,1,OWN,44475,24
0,14000,17.58,D,11,MORTGAGE,88000,31
0,2400,10.65,B,3,MORTGAGE,36000,30
0,1800,12.42,B,7,RENT,117000,27
1,22200,19.42,E,2,RENT,160000,30
1,13000,7.9,A,10,RENT,28000,25
0,8000,NA,B,5,RENT,48000,23
1,3600,12.69,B,12,MORTGAGE,60000,26
0,9400,9.91,B,2,RENT,45500,26
0,9600,14.27,C,6,MORTGAGE,156000,26
0,17000,10.65,B,1,RENT,40000,22
0,10800,14.27,C,6,MORTGAGE,110000,42
0,6000,7.9,A,16,RENT,59400,24
0,35000,NA,A,16,MORTGAGE,106000,22
0,10000,NA,B,7,RENT,36000,26
0,5000,12.69,B,2,RENT,25000,26
1,7100,14.65,C,1,RENT,33000,25
0,12000,16.77,D,13,MORTGAGE,93000,25
0,5825,10.65,B,8,RENT,50000,23
1,22250,12.69,B,2,RENT,41000,23
0,6000,12.42,B,4,RENT,30000,22
1,7650,11.71,B,5,RENT,57000,23
0,13200,7.9,A,6,MORTGAGE,62500,21
0,12000,7.51,A,0,RENT,60000,21
0,15000,6.03,A,7,RENT,60000,26
0,12800,12.42,B,1,MORTGAGE,99600,25
0,27575,NA,B,1,MORTGAGE,54000,27
0,7000,12.69,B,8,RENT,49000,31
0,10000,14.27,C,4,RENT,44160,23
0,14125,7.9,A,5,RENT,32000,23
0,12000,6.62,A,0,MORTGAGE,94500,35
0,9575,6.62,A,3,RENT,19498,27
1,12000,15.96,C,9,MORTGAGE,88000,31
0,10000,12.69,B,4,RENT,45000,25
0,10000,15.96,C,1,RENT,37500,25
0,24000,9.91,B,4,RENT,120000,22
0,14575,10.65,B,7,RENT,35000,26
0,9000,NA,A,0,MORTGAGE,50000,28
1,10000,13.49,C,15,RENT,30000,46
0,7125,17.58,D,7,RENT,25279.67,23
0,13000,13.49,C,6,RENT,65000,24
1,21600,17.27,D,2,MORTGAGE,58600,27
0,7000,12.42,B,15,RENT,85000,26
0,7000,8.9,A,5,RENT,45000,26
0,3600,17.27,D,7,MORTGAGE,44004,22
0,3500,12.69,B,11,MORTGAGE,84996,36
0,5000,8.9,A,6,RENT,33000,29
0,10000,11.71,B,5,MORTGAGE,60000,23
0,4500,13.49,C,0,OWN,19200,36
0,12000,11.71,B,14,RENT,62000,30
0,10700,12.42,B,4,RENT,68000,26
0,6000,10.65,B,1,RENT,30000,22
0,20000,7.9,A,14,RENT,50000,54
0,3600,13.49,C,1,RENT,40000,24
0,6000,NA,A,13,RENT,83954,23
0,10375,14.27,C,5,RENT,35000,27
0,25000,8.9,A,4,RENT,60000,31
0,10000,NA,D,4,RENT,40000,27
0,5600,6.03,A,NA,OWN,41100,24
0,6000,12.42,B,4,RENT,92000,23
0,8000,7.9,A,2,RENT,75000,23
0,10000,11.71,B,4,MORTGAGE,45000,23
0,11000,7.51,A,8,RENT,48000,25
0,5000,9.91,B,6,MORTGAGE,110000,29
0,6500,10.65,B,0,RENT,30600,41
0,12000,12.69,B,4,RENT,45000,23
0,21000,NA,A,24,MORTGAGE,150500,39
0,8400,16.77,D,2,RENT,32000,21
0,7000,12.69,B,5,RENT,37500,23
1,12000,12.42,B,0,RENT,60000,23
1,7200,11.71,B,2,RENT,33000,29
0,12000,10.65,B,12,RENT,70000,24
0,3050,9.91,B,1,RENT,16800,22
0,9000,14.65,C,1,RENT,38000,35
1,10000,NA,B,5,OWN,35000,21
0,10000,9.91,B,0,MORTGAGE,95000,23
1,10000,14.27,C,14,MORTGAGE,77400,29
0,8500,16.29,D,0,RENT,61000,29
0,27000,9.91,B,5,OWN,140000,29
0,4000,14.27,C,9,RENT,32400,26
0,7300,11.71,B,4,RENT,50000,21
0,18000,8.9,A,9,MORTGAGE,70000,31
0,5000,11.71,B,22,OWN,35000,23
0,10000,14.27,C,57,MORTGAGE,115000,23
0,3000,7.9,A,4,RENT,45000,25
0,28000,15.96,C,5,MORTGAGE,235000,27
0,10000,NA,C,5,RENT,36000,29
0,12000,7.9,A,5,RENT,26000,24
0,10000,17.27,D,3,RENT,80000,29
0,11000,NA,A,1,RENT,50000,22
0,10000,15.27,C,27,RENT,55000,22
0,5000,6.62,A,5,MORTGAGE,55000,27
0,5000,6.03,A,3,RENT,64424,21
0,5000,8.9,A,16,RENT,56000,34
1,6000,14.27,C,7,RENT,30000,22
0,5000,14.27,C,4,MORTGAGE,111740,29
0,20050,17.58,D,7,RENT,67500,27
1,7000,16.77,D,0,RENT,41000,37
0,25000,10.65,B,33,RENT,120000,24
1,3000,12.69,B,10,RENT,30000,23
0,8400,17.27,D,16,RENT,41500,26
0,5000,9.91,B,12,MORTGAGE,75000,26
0,12000,NA,B,12,RENT,42000,31
1,13200,11.71,B,2,MORTGAGE,41600,32
0,6000,6.03,A,1,RENT,48000,31
0,10000,6.62,A,8,MORTGAGE,50000,30
0,6500,10.65,B,2,RENT,53000,22
0,10000,NA,A,2,MORTGAGE,65000,29
0,12000,9.91,B,2,RENT,85000,27
0,10000,14.27,C,21,RENT,55000,27
0,12375,14.27,C,20,RENT,36000,36
0,10000,10.65,B,1,RENT,26000,22
0,4400,19.03,E,7,RENT,80000,24
0,25000,13.49,C,4,MORTGAGE,80000,25
1,14125,12.42,B,NA,MORTGAGE,45696,22
1,18000,13.49,C,0,OWN,66000,26
0,35000,16.77,D,7,MORTGAGE,1.00E+05,23
0,35000,14.27,C,1,MORTGAGE,123000,37
0,7200,13.49,C,9,MORTGAGE,60000,26
0,4000,12.69,B,3,RENT,80000,27
0,7000,7.51,A,29,RENT,31000,25
0,15000,13.49,C,4,MORTGAGE,90000,41
0,7200,7.9,A,5,RENT,34000,22
0,13000,17.27,D,25,RENT,36000,24
0,28000,7.9,A,4,RENT,65000,27
0,12000,9.91,B,8,RENT,35000,27
0,14000,8.9,A,5,RENT,62004,41
0,11500,11.71,B,19,RENT,74000,29
0,10500,14.65,C,1,MORTGAGE,42000,22
0,14400,12.42,B,5,OWN,48000,33
0,16000,9.91,B,7,RENT,65000,21
0,5375,9.91,B,2,RENT,15360,28
0,12000,13.49,C,11,MORTGAGE,61000,22
1,12000,7.51,A,0,RENT,83000,23
0,17000,6.03,A,2,MORTGAGE,120000,27
1,13000,20.3,E,5,RENT,42000,31
1,7125,7.51,A,0,MORTGAGE,30000,21
0,8000,14.65,C,1,RENT,72100,31
0,12500,11.71,B,3,RENT,58000,28
0,10000,14.27,C,4,RENT,40000,22
0,14000,10.65,B,3,RENT,48880,29
0,7500,NA,A,5,RENT,48000,37
0,19200,9.91,B,9,MORTGAGE,40000,28
0,9000,11.71,B,7,MORTGAGE,110000,35
0,20000,8.9,A,3,RENT,65000,29
0,9000,13.49,C,7,MORTGAGE,50000,21
1,9600,7.51,A,10,RENT,55000,25
0,1000,13.49,C,8,RENT,35100,24
1,15000,15.27,C,6,RENT,38000,21
0,12000,NA,D,6,RENT,38000,21
0,14000,8.9,A,7,MORTGAGE,108000,36
0,10000,10.65,B,4,RENT,45000,22
0,7200,12.69,B,1,RENT,23000,24
0,11000,9.91,B,4,RENT,32000,23
0,9600,8.9,A,3,RENT,55000,22
0,10000,16.77,D,4,RENT,35000,28
0,11000,9.91,B,5,MORTGAGE,74000,43
0,5000,7.51,A,8,OWN,30000,33
